filename,split,original,label
lpcwqrofbs.mp4,train,qvqjzwubwz.mp4,FAKE
tlgxqmqmlb.mp4,train,vkblckoyzb.mp4,FAKE
igibhnxmmr.mp4,train,wyaymhujdu.mp4,FAKE
khxfftrfdu.mp4,train,hzwegdkpck.mp4,FAKE
lfopaeaajl.mp4,train,,REAL
qzahasoupj.mp4,train,thvdoktlxs.mp4,FAKE
kzshxutfbg.mp4,train,ylicdnlwlj.mp4,FAKE
zbxpsuwzwr.mp4,train,dnfbyrzhcd.mp4,FAKE
erybgioyfo.mp4,train,hhrpdtqzxd.mp4,FAKE
ziqlpjibra.mp4,train,wkfjsqzatw.mp4,FAKE
exzzhzcvjo.mp4,train,vrqlrttwap.mp4,FAKE
mnnnhjgvmr.mp4,train,gdavsauheg.mp4,FAKE
kebxfgzmsj.mp4,train,hdunuumyxa.mp4,FAKE
qsbyimbwqa.mp4,train,qwmswserws.mp4,FAKE
vdhrnrrnhd.mp4,train,bxihocgdku.mp4,FAKE
eqqyjmmtkb.mp4,train,zocvwatcsf.mp4,FAKE
bodzohkepk.mp4,train,oitlkdosie.mp4,FAKE
xovueqgsvz.mp4,train,utzrzvhnbe.mp4,FAKE
zaaolvkyvv.mp4,train,ayffajxdql.mp4,FAKE
nnkchsorlr.mp4,train,vjnmgqnbkm.mp4,FAKE
rjshquskjw.mp4,train,zycjwyxruc.mp4,FAKE
ovrdqmifez.mp4,train,izjuqrgzvi.mp4,FAKE
fhaiimbhdg.mp4,train,zcnuyafslm.mp4,FAKE
aozrrvrbpa.mp4,train,vvuvjclthy.mp4,FAKE
ezhncxjtjw.mp4,train,,REAL
otawcvcmxt.mp4,train,dhgvvblxsu.mp4,FAKE
khozecxqni.mp4,train,lvfjgwkeds.mp4,FAKE
ryxczvahog.mp4,train,pipoqoslyo.mp4,FAKE
qottvtdiqy.mp4,train,qvqjzwubwz.mp4,FAKE
vecsopqwlg.mp4,train,sevxhibais.mp4,FAKE
dfrwroiwdl.mp4,train,msegqgxgbb.mp4,FAKE
jzhacwypqz.mp4,train,pxhzhjufts.mp4,FAKE
nkiojhmoxu.mp4,train,dzqirdgvts.mp4,FAKE
zifmjoryir.mp4,train,ujnoyvmfhj.mp4,FAKE
fodpdbzkpi.mp4,train,atrewimowk.mp4,FAKE
lqrkmodvrw.mp4,train,iezlgezozt.mp4,FAKE
wbxsjknxbe.mp4,train,oitlkdosie.mp4,FAKE
uetnqujivl.mp4,train,odcqqwiwzs.mp4,FAKE
maohudqexp.mp4,train,kravjwtlnt.mp4,FAKE
tybjnixgub.mp4,train,,REAL
stgwaadvip.mp4,train,kewoyefvnw.mp4,FAKE
mxfewopdlf.mp4,train,urloiqxdwi.mp4,FAKE
kuyfozlwvu.mp4,train,ssbljyptyd.mp4,FAKE
lnduwidebv.mp4,train,jebtnygbte.mp4,FAKE
lwthjrxgly.mp4,train,ldixdiuwoh.mp4,FAKE
ajzretbhgz.mp4,train,cbiwgiqwxy.mp4,FAKE
sgsdheabbs.mp4,train,evelnossix.mp4,FAKE
mbwuwfqprn.mp4,train,jbamkplzqj.mp4,FAKE
lbxnylolxy.mp4,train,rpwfaxcuip.mp4,FAKE
pzafdvtdkm.mp4,train,hdunuumyxa.mp4,FAKE
dodxnceoup.mp4,train,hnfxjodihv.mp4,FAKE
hxrpakcytg.mp4,train,ujnoyvmfhj.mp4,FAKE
rieamybrpj.mp4,train,ngomywonyp.mp4,FAKE
iwdgrrmoql.mp4,train,blzgjrjsvy.mp4,FAKE
dlkkuolvdk.mp4,train,vdvsekvhhg.mp4,FAKE
utmbokytiu.mp4,train,dmlagmugqs.mp4,FAKE
kmurgwzrdo.mp4,train,pjpfdrqixm.mp4,FAKE
nkrgpzbpwz.mp4,train,xrlpicdrdq.mp4,FAKE
sqmwdtpjlu.mp4,train,pjcueaqbka.mp4,FAKE
mrqpwvysyy.mp4,train,spgyjitrvu.mp4,FAKE
zbmzfjxnxf.mp4,train,pajetbvxkh.mp4,FAKE
phcqqkwlcs.mp4,train,srdimtqpip.mp4,FAKE
ogtgnhltab.mp4,train,gdavsauheg.mp4,FAKE
xitvbsjxoe.mp4,train,,REAL
snxlrzfrtn.mp4,train,hdunuumyxa.mp4,FAKE
flznaipoft.mp4,train,sevxhibais.mp4,FAKE
qlsgmmzpll.mp4,train,ksdohprrko.mp4,FAKE
rojbyjytyl.mp4,train,rzcvvyvbmw.mp4,FAKE
jeyeqgtdzj.mp4,train,pjcueaqbka.mp4,FAKE
eofwbtrsrw.mp4,train,,REAL
axvpzavqyf.mp4,train,vwooqihnhr.mp4,FAKE
kewoyefvnw.mp4,train,,REAL
xfkcxonwhl.mp4,train,rodiliilkt.mp4,FAKE
xgnljlchbx.mp4,train,wsqyyixomg.mp4,FAKE
mbqnwjzdif.mp4,train,haftqapupu.mp4,FAKE
ocrwnavaqx.mp4,train,ujivurbzyc.mp4,FAKE
zvuogkdbmp.mp4,train,ujnoyvmfhj.mp4,FAKE
yjjkhvwxtk.mp4,train,fzjnlvcelc.mp4,FAKE
ugiafckfik.mp4,train,tpqdixzqqk.mp4,FAKE
hfzazxtkzc.mp4,train,kxfuajzzdo.mp4,FAKE
kuyiecbmlm.mp4,train,pxhzhjufts.mp4,FAKE
rjpxxunwwt.mp4,train,fbapkhasfm.mp4,FAKE
ogtyrnqtgp.mp4,train,urloiqxdwi.mp4,FAKE
kwppzamydp.mp4,train,jebtnygbte.mp4,FAKE
jxhgprbewp.mp4,train,hfxxdsgruh.mp4,FAKE
obmjzptgfq.mp4,train,tomrdqcrcl.mp4,FAKE
nwtogwomkw.mp4,train,gwzeubnydg.mp4,FAKE
yqnpxgpago.mp4,train,dzqirdgvts.mp4,FAKE
acsooctzwo.mp4,train,auikdbtptv.mp4,FAKE
spoezekgpo.mp4,train,,REAL
pdvwrffsyb.mp4,train,urloiqxdwi.mp4,FAKE
lqvzdenwia.mp4,train,vjnmgqnbkm.mp4,FAKE
hjcdkvjgoj.mp4,train,qvqjzwubwz.mp4,FAKE
jhrbtapxwo.mp4,train,cdhvtnirns.mp4,FAKE
acldzthtdb.mp4,train,mufzpbhkeb.mp4,FAKE
gwoetgongv.mp4,train,badwlnskwz.mp4,FAKE
ltjxjpfrwm.mp4,train,,REAL
cqhxhikvgp.mp4,train,jeyvgixnkm.mp4,FAKE
rtapzlzvqs.mp4,train,,REAL
kiemrreszo.mp4,train,wdbkscizzo.mp4,FAKE
zulqsagkwa.mp4,train,fdwjjxvxlu.mp4,FAKE
jyxnmhxmlc.mp4,train,mufzpbhkeb.mp4,FAKE
mjvhjdrokp.mp4,train,xysjhiemoo.mp4,FAKE
zrkodnsiwb.mp4,train,xdxfmvnghz.mp4,FAKE
qzyeppjldo.mp4,train,jaaaeokdkk.mp4,FAKE
kndvzqjfil.mp4,train,szuoacauxp.mp4,FAKE
saqxgcsujs.mp4,train,veqtpbhmne.mp4,FAKE
oekageffih.mp4,train,fgmqrobblg.mp4,FAKE
xbcnupxqlc.mp4,train,uxqzpuvwjq.mp4,FAKE
ryjwsnyohb.mp4,train,zbapyydbhw.mp4,FAKE
ucuyjcbdbt.mp4,train,qebckdodmc.mp4,FAKE
dafjliglyi.mp4,train,gxpteclppy.mp4,FAKE
audcaumiyk.mp4,train,svnpocwbhw.mp4,FAKE
msxxhzlmmb.mp4,train,hfbcxofuag.mp4,FAKE
qnejnslsvj.mp4,train,gdavsauheg.mp4,FAKE
tyggornfxw.mp4,train,mtwtqsypeo.mp4,FAKE
fixqngooli.mp4,train,mwnblpyrfh.mp4,FAKE
sqfwamivwy.mp4,train,veqtpbhmne.mp4,FAKE
nknrahnnai.mp4,train,vokkpekgav.mp4,FAKE
acugesknfp.mp4,train,pxhzhjufts.mp4,FAKE
ajpdmrbnyu.mp4,train,odcqqwiwzs.mp4,FAKE
vcphckxbrw.mp4,train,mpprxuetfd.mp4,FAKE
uifnbetnuq.mp4,train,ngywzsneek.mp4,FAKE
tlzchzsbkc.mp4,train,wyaymhujdu.mp4,FAKE
hyrxucfjxc.mp4,train,uwkfgynugo.mp4,FAKE
nfrtbhjtvq.mp4,train,sgjbakrrix.mp4,FAKE
lopmispumq.mp4,train,xstcizsctw.mp4,FAKE
igdskqhcmo.mp4,train,,REAL
ehmqwkdulq.mp4,train,xysjhiemoo.mp4,FAKE
xjxyhsjzzs.mp4,train,hyqszrnkhz.mp4,FAKE
hregmxhpzr.mp4,train,jebtnygbte.mp4,FAKE
rzcvvyvbmw.mp4,train,,REAL
nxwsgyvydw.mp4,train,wlytdqnwvx.mp4,FAKE
aicvhawriu.mp4,train,vokkpekgav.mp4,FAKE
avjzekwelm.mp4,train,vwooqihnhr.mp4,FAKE
cqogutfwhh.mp4,train,ucbxvhpnqi.mp4,FAKE
cbzktvqkbi.mp4,train,mcinjivitc.mp4,FAKE
mxyjycdvkk.mp4,train,vqrvgctzdi.mp4,FAKE
skzjkzrudg.mp4,train,rxbgpfpapw.mp4,FAKE
mstcqunlmu.mp4,train,tvkgkxuvhb.mp4,FAKE
ekcgrysqam.mp4,train,xpgnlphhug.mp4,FAKE
gybqsrrwhc.mp4,train,atrewimowk.mp4,FAKE
hxeoyyprkh.mp4,train,ffawqkehyb.mp4,FAKE
tfjqhinnmr.mp4,train,avqjwllsvv.mp4,FAKE
tqrfkqzkje.mp4,train,jeyvgixnkm.mp4,FAKE
vtrhywcnuo.mp4,train,vwpphgpqma.mp4,FAKE
ncfitvsfcm.mp4,train,vlyrlqiead.mp4,FAKE
lrivahrzxi.mp4,train,sevxhibais.mp4,FAKE
nlwzsymrlr.mp4,train,dhgvvblxsu.mp4,FAKE
mlovnncbqr.mp4,train,kywkcmgtuh.mp4,FAKE
oiutlrmcfv.mp4,train,gdavsauheg.mp4,FAKE
vlrtqptolv.mp4,train,aldtqwchhe.mp4,FAKE
eiptnbybdk.mp4,train,zeqjgtjmxm.mp4,FAKE
znemclcnts.mp4,train,giqkvwisoa.mp4,FAKE
mbiagmcxdk.mp4,train,mufzpbhkeb.mp4,FAKE
smbcuqtuvn.mp4,train,ltfagtaafd.mp4,FAKE
fojuchzjmb.mp4,train,qmkihvyqmj.mp4,FAKE
pirrhhukja.mp4,train,xysjhiemoo.mp4,FAKE
jmimlbvoae.mp4,train,bqnzpbppur.mp4,FAKE
gwycefxenh.mp4,train,zcftohlrqf.mp4,FAKE
hsokjuzfzq.mp4,train,fzmxmncmup.mp4,FAKE
xebzkappwp.mp4,train,kysghtqyes.mp4,FAKE
iqpgamxbtt.mp4,train,fbapkhasfm.mp4,FAKE
povuakzrhk.mp4,train,ngywzsneek.mp4,FAKE
cbyzmqkbcl.mp4,train,jvtgwixooc.mp4,FAKE
xpdpybilvg.mp4,train,sjhtuovugl.mp4,FAKE
zbwdmqkoij.mp4,train,ehghmpjdta.mp4,FAKE
mlbffnvqlc.mp4,train,tqgjmwzsij.mp4,FAKE
kyychehozn.mp4,train,sezqbnpzft.mp4,FAKE
jeelittiwf.mp4,train,kewoyefvnw.mp4,FAKE
fsnjjqgeto.mp4,train,veqtpbhmne.mp4,FAKE
jbamkplzqj.mp4,train,,REAL
cwkdtzgdil.mp4,train,hicndczldu.mp4,FAKE
qhdxdsekcl.mp4,train,atrewimowk.mp4,FAKE
ekselgajdc.mp4,train,,REAL
dmlagmugqs.mp4,train,,REAL
tatqnyfypg.mp4,train,ykdrzctodm.mp4,FAKE
bagssbeokq.mp4,train,ujivurbzyc.mp4,FAKE
rrtwgqrvhp.mp4,train,zeqjgtjmxm.mp4,FAKE
frirdbhggm.mp4,train,ywecvdpbvq.mp4,FAKE
dvhjpqxivo.mp4,train,apihcvvotj.mp4,FAKE
jczfvlnooy.mp4,train,qoxxdwpogi.mp4,FAKE
bgkoodawio.mp4,train,dhgvvblxsu.mp4,FAKE
phqmeegezs.mp4,train,lvfjgwkeds.mp4,FAKE
povxjetlon.mp4,train,,REAL
nzcvewjvoq.mp4,train,vzwjztahsh.mp4,FAKE
xnsiigmwxk.mp4,train,choeiyioig.mp4,FAKE
zxjoffxykl.mp4,train,uvixoukpiv.mp4,FAKE
wlwktuifen.mp4,train,fzjnlvcelc.mp4,FAKE
cfuobgamvs.mp4,train,ondwevgwfm.mp4,FAKE
zdrlhxzrca.mp4,train,sgjbakrrix.mp4,FAKE
rpwfaxcuip.mp4,train,,REAL
vbuqpaugzy.mp4,train,suviwtawno.mp4,FAKE
jjfpjqyfur.mp4,train,,REAL
neslgimvva.mp4,train,gawmelaiir.mp4,FAKE
evnbhowkba.mp4,train,sgjbakrrix.mp4,FAKE
pqqhlranyg.mp4,train,vjnmgqnbkm.mp4,FAKE
efgqtwalbf.mp4,train,kxfuajzzdo.mp4,FAKE
tnvpcujswe.mp4,train,kuqetimmsa.mp4,FAKE
kswayywkup.mp4,train,kyiivwctwe.mp4,FAKE
oqwtdayrbf.mp4,train,hlyecpkaox.mp4,FAKE
tuegzyngiz.mp4,train,evpbbjssuo.mp4,FAKE
hpyxxlyutp.mp4,train,skvowrpuff.mp4,FAKE
osrwcsncwj.mp4,train,lwuswllcbn.mp4,FAKE
ovfofddavt.mp4,train,haftqapupu.mp4,FAKE
gftwbbuetj.mp4,train,tomrdqcrcl.mp4,FAKE
vtwkqhhnuz.mp4,train,ovirwjxtht.mp4,FAKE
fjawcgdzkj.mp4,train,hufshaglij.mp4,FAKE
zhvbptnwkq.mp4,train,svdgknyyay.mp4,FAKE
onexhsspsl.mp4,train,dhyskxqqkh.mp4,FAKE
bpcwkfqtuo.mp4,train,vwpphgpqma.mp4,FAKE
vdvsekvhhg.mp4,train,,REAL
avtnmkkymk.mp4,train,auikdbtptv.mp4,FAKE
sdptyzcycx.mp4,train,cdhvtnirns.mp4,FAKE
denenuzuxo.mp4,train,tqgjmwzsij.mp4,FAKE
ryshesrcep.mp4,train,thvdoktlxs.mp4,FAKE
eoooocwauk.mp4,train,wdbkscizzo.mp4,FAKE
bteskoapty.mp4,train,qoxxdwpogi.mp4,FAKE
yikdbcmpal.mp4,train,ekselgajdc.mp4,FAKE
voaslfkslq.mp4,train,,REAL
zzkuddbixk.mp4,train,povxjetlon.mp4,FAKE
sezqbnpzft.mp4,train,,REAL
bhnzlhkajv.mp4,train,vzwjztahsh.mp4,FAKE
nawqeddlwh.mp4,train,veqtpbhmne.mp4,FAKE
nrafokigjf.mp4,train,ekselgajdc.mp4,FAKE
zxoohthpew.mp4,train,widacqadcw.mp4,FAKE
chvqemtirf.mp4,train,ltqganauzp.mp4,FAKE
perxsrzxzz.mp4,train,qwmswserws.mp4,FAKE
vydaidnycn.mp4,train,xhsijmkono.mp4,FAKE
gvimuvqicd.mp4,train,fzmxmncmup.mp4,FAKE
dhmdcnvkbf.mp4,train,bfdieyuhkl.mp4,FAKE
uyqadnxxfv.mp4,train,,REAL
wjilccyfwe.mp4,train,kywkcmgtuh.mp4,FAKE
ztyabnhene.mp4,train,hdunuumyxa.mp4,FAKE
chjihagstc.mp4,train,qvqjzwubwz.mp4,FAKE
vokkpekgav.mp4,train,,REAL
jxxhoziqfh.mp4,train,pipoqoslyo.mp4,FAKE
fdfyrgbtln.mp4,train,,REAL
lgdvvslzqy.mp4,train,oitlkdosie.mp4,FAKE
mwezcucqzv.mp4,train,cgngubpkgn.mp4,FAKE
yadkdooxnq.mp4,train,,REAL
dcsikgcygf.mp4,train,yumwyzvhzf.mp4,FAKE
qwmswserws.mp4,train,,REAL
lnjgpvpfpm.mp4,train,hxuhotkfuf.mp4,FAKE
vyjclmcbte.mp4,train,ogzbfoyxdh.mp4,FAKE
grspujctun.mp4,train,hfbcxofuag.mp4,FAKE
wuxzucippy.mp4,train,jeyvgixnkm.mp4,FAKE
vcwilvbihi.mp4,train,ylbdflgawa.mp4,FAKE
mudiofzppp.mp4,train,ngywzsneek.mp4,FAKE
ksdohprrko.mp4,train,,REAL
dlhbkziruq.mp4,train,veqtpbhmne.mp4,FAKE
uxqzpuvwjq.mp4,train,,REAL
hrikcfaehb.mp4,train,hyqszrnkhz.mp4,FAKE
mxbsrzreof.mp4,train,qmyykfinod.mp4,FAKE
phenmpozjd.mp4,train,dhyskxqqkh.mp4,FAKE
beunhwksjw.mp4,train,obtxhnkhkb.mp4,FAKE
hjoetslmwu.mp4,train,,REAL
qabkhtwkec.mp4,train,csdnzizgfn.mp4,FAKE
hrlimoipax.mp4,train,iezlgezozt.mp4,FAKE
iopuzbpmuy.mp4,train,fbapkhasfm.mp4,FAKE
gzalkterqk.mp4,train,qmyykfinod.mp4,FAKE
iycsdduxwl.mp4,train,,REAL
zvjpsvawqe.mp4,train,,REAL
avwwbtbtqr.mp4,train,abldbnaqrk.mp4,FAKE
jzqyvqcmar.mp4,train,vhojcxuqba.mp4,FAKE
tvulqpavdv.mp4,train,wpdrxrheoy.mp4,FAKE
zogkhxddug.mp4,train,skvowrpuff.mp4,FAKE
ayewksqvyd.mp4,train,clvsknptqj.mp4,FAKE
wdsvnqckah.mp4,train,evpbbjssuo.mp4,FAKE
gsdeuffxuz.mp4,train,,REAL
ysdvcfbgto.mp4,train,wyaymhujdu.mp4,FAKE
zhvbeblrqt.mp4,train,auikdbtptv.mp4,FAKE
pwiyrsvgtn.mp4,train,wsqyyixomg.mp4,FAKE
qznkxcwrtr.mp4,train,sezqbnpzft.mp4,FAKE
clybewdcgg.mp4,train,jeyvgixnkm.mp4,FAKE
trlrqjfvox.mp4,train,klrpymmlkn.mp4,FAKE
sejoguutmv.mp4,train,,REAL
hskdauftwr.mp4,train,evpbbjssuo.mp4,FAKE
tcpxwtquou.mp4,train,zyicfdblvi.mp4,FAKE
eyxrxayemu.mp4,train,,REAL
arkqqrfpjo.mp4,train,mtwtqsypeo.mp4,FAKE
wigvdfttvd.mp4,train,zvyjhwkzqg.mp4,FAKE
eobgizjnst.mp4,train,vfdgfxvbaa.mp4,FAKE
kmrrspogst.mp4,train,ngywzsneek.mp4,FAKE
drecofpdwv.mp4,train,ybvxpbkhkx.mp4,FAKE
wqxffyaftx.mp4,train,ovirwjxtht.mp4,FAKE
vqsuxzauzw.mp4,train,kzrjkklsin.mp4,FAKE
derzmqksvz.mp4,train,iaiayhbnds.mp4,FAKE
mmmrftlnhz.mp4,train,vzwjztahsh.mp4,FAKE
koscqwcqkb.mp4,train,pjpfdrqixm.mp4,FAKE
uumzxasaxv.mp4,train,wyaymhujdu.mp4,FAKE
rsbmnoxgqs.mp4,train,haftqapupu.mp4,FAKE
kxctdbgngw.mp4,train,ecrtyidcrf.mp4,FAKE
zgshawbwve.mp4,train,dnfbyrzhcd.mp4,FAKE
yygjogokma.mp4,train,uxebiobocr.mp4,FAKE
jvxuntcgom.mp4,train,gwzeubnydg.mp4,FAKE
lyufssfwyp.mp4,train,ylbdflgawa.mp4,FAKE
adjynjeyrp.mp4,train,vbbuxmblnp.mp4,FAKE
xdduvcvwuv.mp4,train,egfspresvk.mp4,FAKE
pqsgodjjzn.mp4,train,xicwzjeahw.mp4,FAKE
dwmqyjrdud.mp4,train,bxihocgdku.mp4,FAKE
