filename,split,original,label
zrfcyimeeh.mp4,train,xicwzjeahw.mp4,FAKE
zprtmjwxkl.mp4,train,xicwzjeahw.mp4,FAKE
mwhrzpysky.mp4,train,vokkpekgav.mp4,FAKE
jyffnyqeot.mp4,train,zcnuyafslm.mp4,FAKE
gonbtrzhlw.mp4,train,msegqgxgbb.mp4,FAKE
sxellmjboe.mp4,train,qvqjzwubwz.mp4,FAKE
vtebggnabq.mp4,train,fzykmseklr.mp4,FAKE
loewlxedrc.mp4,train,kzimidhlfc.mp4,FAKE
difaiqrpfu.mp4,train,msegqgxgbb.mp4,FAKE
hhnkpxifid.mp4,train,izoslstyhe.mp4,FAKE
ugtdegxdqv.mp4,train,qfiyombztt.mp4,FAKE
hdqbwxlacj.mp4,train,wkfjsqzatw.mp4,FAKE
qdgxsgkxdr.mp4,train,gfknuehpse.mp4,FAKE
pqdxvcmzxy.mp4,train,haftqapupu.mp4,FAKE
kgqsghywpz.mp4,train,rzzjjspeuj.mp4,FAKE
foryjijpae.mp4,train,kljxgnoprt.mp4,FAKE
czbmmitjls.mp4,train,eofwbtrsrw.mp4,FAKE
kbseiesebw.mp4,train,rodiliilkt.mp4,FAKE
asfonhwhzd.mp4,train,nglkpcqpob.mp4,FAKE
cpuqxxfjzq.mp4,train,vokkpekgav.mp4,FAKE
wliifpsiul.mp4,train,lhjlyqnofv.mp4,FAKE
kflwminmxs.mp4,train,,REAL
ojsvcvwrol.mp4,train,ujnoyvmfhj.mp4,FAKE
veiqxmojds.mp4,train,xtihopzbsx.mp4,FAKE
npyxxaavjj.mp4,train,xqjwwueqrv.mp4,FAKE
sdqrfmpwnw.mp4,train,msegqgxgbb.mp4,FAKE
owfloxjoan.mp4,train,xgjjazzkjr.mp4,FAKE
hvvearwuya.mp4,train,evpbbjssuo.mp4,FAKE
evnllqxqbi.mp4,train,hlyecpkaox.mp4,FAKE
hgfqxlgeuc.mp4,train,ddmwokwixc.mp4,FAKE
iqmvrahukb.mp4,train,zyicfdblvi.mp4,FAKE
fgmqrobblg.mp4,train,,REAL
cruxhaxsmq.mp4,train,klrpymmlkn.mp4,FAKE
dtehebhwis.mp4,train,hufshaglij.mp4,FAKE
qtjqyufhrw.mp4,train,oitlkdosie.mp4,FAKE
vqrvgctzdi.mp4,train,,REAL
urfnmqjzcm.mp4,train,yxnwnywsqk.mp4,FAKE
rbdagesbay.mp4,train,ehghmpjdta.mp4,FAKE
mxvbjgcrsq.mp4,train,yicbshfjvy.mp4,FAKE
jxouhmiuys.mp4,train,ylicdnlwlj.mp4,FAKE
bkgiowakdi.mp4,train,oitlkdosie.mp4,FAKE
gsipbhgetz.mp4,train,oodapnhybc.mp4,FAKE
yvihggetwc.mp4,train,qpvtbobmmd.mp4,FAKE
ccqrbbudlr.mp4,train,hojasgegod.mp4,FAKE
cqmywmtbsi.mp4,train,haftqapupu.mp4,FAKE
abpibxailk.mp4,train,,REAL
fbwmqvjttx.mp4,train,xtftapqcmv.mp4,FAKE
rlgihsegsm.mp4,train,kuqetimmsa.mp4,FAKE
bxihocgdku.mp4,train,,REAL
uemmkfspec.mp4,train,vdvckawpsm.mp4,FAKE
xyigodyold.mp4,train,xitvbsjxoe.mp4,FAKE
tpqdixzqqk.mp4,train,,REAL
kcfwyumtut.mp4,train,oodapnhybc.mp4,FAKE
jkdgogmlqu.mp4,train,ekselgajdc.mp4,FAKE
ceivqzvpeo.mp4,train,srdimtqpip.mp4,FAKE
lzajqbwech.mp4,train,jbamkplzqj.mp4,FAKE
oojotcvvee.mp4,train,vlyrlqiead.mp4,FAKE
gafigkpugr.mp4,train,,REAL
pvvkcudjjq.mp4,train,txigfcrvgz.mp4,FAKE
aoljvrxdyb.mp4,train,blzgjrjsvy.mp4,FAKE
sjpcgcsxsz.mp4,train,oodapnhybc.mp4,FAKE
txumuwmlvw.mp4,train,ngywzsneek.mp4,FAKE
uxebiobocr.mp4,train,,REAL
yrhotuhkrl.mp4,train,vhojcxuqba.mp4,FAKE
funrqunkvv.mp4,train,vkblckoyzb.mp4,FAKE
utzkxisewv.mp4,train,apihcvvotj.mp4,FAKE
lhozgvcxbp.mp4,train,hyqszrnkhz.mp4,FAKE
zgqznsmnqh.mp4,train,fzmxmncmup.mp4,FAKE
sfamlxmkhg.mp4,train,veqtpbhmne.mp4,FAKE
jtcgemhutj.mp4,train,bfdieyuhkl.mp4,FAKE
dezveepgbs.mp4,train,ykdrzctodm.mp4,FAKE
azeqliwnpc.mp4,train,fzykmseklr.mp4,FAKE
gokrnqfydg.mp4,train,lvfjgwkeds.mp4,FAKE
dpouqllztj.mp4,train,tybjnixgub.mp4,FAKE
xfkcyymdah.mp4,train,sgjbakrrix.mp4,FAKE
byizvwpqyx.mp4,train,yicbshfjvy.mp4,FAKE
uqiibrvtcv.mp4,train,widacqadcw.mp4,FAKE
mcrqutcxad.mp4,train,ehghmpjdta.mp4,FAKE
qkjldksftc.mp4,train,srdimtqpip.mp4,FAKE
iiswiymvix.mp4,train,zvjpsvawqe.mp4,FAKE
txqfblxkkt.mp4,train,,REAL
yxnwnywsqk.mp4,train,,REAL
jxdpdxrunk.mp4,train,lvfjgwkeds.mp4,FAKE
qeeeralsay.mp4,train,tuczksimuw.mp4,FAKE
fnmiqhvxqt.mp4,train,jeyvgixnkm.mp4,FAKE
tomrdqcrcl.mp4,train,,REAL
bmwecdywmg.mp4,train,badwlnskwz.mp4,FAKE
gnlumlkzqk.mp4,train,rpwfaxcuip.mp4,FAKE
skaotlvtik.mp4,train,qrrwhhhiqn.mp4,FAKE
jiyjnwhzfi.mp4,train,izoslstyhe.mp4,FAKE
mmagrwmhri.mp4,train,vokkpekgav.mp4,FAKE
rknzwqpqgl.mp4,train,,REAL
mfqzskhlnk.mp4,train,pjpfdrqixm.mp4,FAKE
zofzbebmco.mp4,train,kyiivwctwe.mp4,FAKE
prswuwlrpw.mp4,train,fdfyrgbtln.mp4,FAKE
jeyvgixnkm.mp4,train,,REAL
thvdoktlxs.mp4,train,,REAL
cwulcnedat.mp4,train,lvfjgwkeds.mp4,FAKE
ztopycryjr.mp4,train,gdavsauheg.mp4,FAKE
sizvyvuuuc.mp4,train,xtftapqcmv.mp4,FAKE
ubfagtsurd.mp4,train,dmlagmugqs.mp4,FAKE
mqjgbzflpu.mp4,train,srdimtqpip.mp4,FAKE
xohbtqfkfc.mp4,train,skvowrpuff.mp4,FAKE
lcbkzoxmbw.mp4,train,mufzpbhkeb.mp4,FAKE
sdzjrmpmzo.mp4,train,vkblckoyzb.mp4,FAKE
gqsxrancdn.mp4,train,qxtkhiwflp.mp4,FAKE
coiaetywjj.mp4,train,hhrpdtqzxd.mp4,FAKE
cpgzwqlszu.mp4,train,hfxxdsgruh.mp4,FAKE
avsuwuptec.mp4,train,mtwtqsypeo.mp4,FAKE
qizbobmese.mp4,train,yicbshfjvy.mp4,FAKE
mvzwkrlmza.mp4,train,vzmqvcguxq.mp4,FAKE
jxgxbpwvij.mp4,train,ltjxjpfrwm.mp4,FAKE
fwuhiaxtsm.mp4,train,fgmqrobblg.mp4,FAKE
wpmnzhcaps.mp4,train,vwpphgpqma.mp4,FAKE
nhmdqcpasy.mp4,train,jeyvgixnkm.mp4,FAKE
fcgyywhfwn.mp4,train,widacqadcw.mp4,FAKE
olwxhotbsj.mp4,train,,REAL
ktacovvozp.mp4,train,tqgjmwzsij.mp4,FAKE
adtlrixcxe.mp4,train,dhgvvblxsu.mp4,FAKE
ffloxijuta.mp4,train,,REAL
rbflhcsklo.mp4,train,uxqzpuvwjq.mp4,FAKE
rtnhyhrxny.mp4,train,gdavsauheg.mp4,FAKE
tuczksimuw.mp4,train,,REAL
bpcngaazlg.mp4,train,afuahfjtdh.mp4,FAKE
sdosowmctz.mp4,train,uulbfrrfdr.mp4,FAKE
devkqhjvjr.mp4,train,,REAL
nlefioftoo.mp4,train,vbbuxmblnp.mp4,FAKE
rghkdfgbkl.mp4,train,vdvsekvhhg.mp4,FAKE
siuxiwxvvl.mp4,train,jszcnqtpjm.mp4,FAKE
kodagphkpn.mp4,train,vwpphgpqma.mp4,FAKE
doffbmajbk.mp4,train,urloiqxdwi.mp4,FAKE
ftusfcvkic.mp4,train,fzmxmncmup.mp4,FAKE
zdkxmsmjwe.mp4,train,jvtgwixooc.mp4,FAKE
vdvckawpsm.mp4,train,,REAL
xpgnlphhug.mp4,train,,REAL
qokuqjbpji.mp4,train,vzwjztahsh.mp4,FAKE
fwpdcxkiqd.mp4,train,dhyskxqqkh.mp4,FAKE
dvguthxhux.mp4,train,igdskqhcmo.mp4,FAKE
cnlttcfsvu.mp4,train,,REAL
dbxqfrnasj.mp4,train,cgngubpkgn.mp4,FAKE
ucbxvhpnqi.mp4,train,,REAL
nfxbkxzkha.mp4,train,jeyvgixnkm.mp4,FAKE
infvyhmoiu.mp4,train,wtaghbgiln.mp4,FAKE
qfiyombztt.mp4,train,,REAL
ondwspvliv.mp4,train,vrqlrttwap.mp4,FAKE
evatniqhlm.mp4,train,jebtnygbte.mp4,FAKE
xqsfkikzqg.mp4,train,svnpocwbhw.mp4,FAKE
klammpmros.mp4,train,ylicdnlwlj.mp4,FAKE
ijxfehyrhx.mp4,train,sjhtuovugl.mp4,FAKE
djicfxwsff.mp4,train,dhgvvblxsu.mp4,FAKE
xfwedambmd.mp4,train,mfplnxyqda.mp4,FAKE
maftgojivu.mp4,train,tuczksimuw.mp4,FAKE
wzuiazkgqt.mp4,train,tqgjmwzsij.mp4,FAKE
irbzbjifpc.mp4,train,hdunuumyxa.mp4,FAKE
iehprbxpfz.mp4,train,zeqjgtjmxm.mp4,FAKE
dklhbdtcgz.mp4,train,allbviznsb.mp4,FAKE
wwwhqdekfe.mp4,train,ehghmpjdta.mp4,FAKE
auzdasaabf.mp4,train,jzvflwwjoo.mp4,FAKE
bwigwpvbvn.mp4,train,ehghmpjdta.mp4,FAKE
spgyjitrvu.mp4,train,,REAL
vwooqihnhr.mp4,train,,REAL
iiawcmhcqv.mp4,train,ekselgajdc.mp4,FAKE
tbcjkrlhbw.mp4,train,skvowrpuff.mp4,FAKE
ratvwqlrlh.mp4,train,ywecvdpbvq.mp4,FAKE
oazdldludx.mp4,train,uxqzpuvwjq.mp4,FAKE
gkvydkllyn.mp4,train,rwnnywkkdq.mp4,FAKE
rxbgpfpapw.mp4,train,,REAL
tadazsngow.mp4,train,rzcvvyvbmw.mp4,FAKE
svrmjcovcs.mp4,train,fzmxmncmup.mp4,FAKE
xtihopzbsx.mp4,train,,REAL
wsqyyixomg.mp4,train,,REAL
xrenrfhsoj.mp4,train,uyqadnxxfv.mp4,FAKE
qzuzqmywwr.mp4,train,fdfyrgbtln.mp4,FAKE
zlermrhoiy.mp4,train,qwvejgkune.mp4,FAKE
hdslivusdj.mp4,train,dhyskxqqkh.mp4,FAKE
tpvzdfkquv.mp4,train,uwkfgynugo.mp4,FAKE
vlokpywwjr.mp4,train,takbuccohz.mp4,FAKE
eqgxsmgnvz.mp4,train,filuudleua.mp4,FAKE
qkezljynts.mp4,train,rjbfjpafvs.mp4,FAKE
zyicfdblvi.mp4,train,,REAL
pehzjkpbrd.mp4,train,kyiivwctwe.mp4,FAKE
fbgoflbkwh.mp4,train,sezqbnpzft.mp4,FAKE
oaauvbwciy.mp4,train,mwnblpyrfh.mp4,FAKE
wimfnbfrhu.mp4,train,yadkdooxnq.mp4,FAKE
dkkcehclxb.mp4,train,hnfxjodihv.mp4,FAKE
fzykmseklr.mp4,train,,REAL
oombbocbfr.mp4,train,vwooqihnhr.mp4,FAKE
tuubgkjkmr.mp4,train,dflpzscccs.mp4,FAKE
srwiwzblep.mp4,train,evelnossix.mp4,FAKE
vtxnuxiatg.mp4,train,sjhtuovugl.mp4,FAKE
zlriooefkj.mp4,train,pipoqoslyo.mp4,FAKE
lakgfkctah.mp4,train,vrqlrttwap.mp4,FAKE
pfsolchpan.mp4,train,lvfjgwkeds.mp4,FAKE
clercaqzmo.mp4,train,srdimtqpip.mp4,FAKE
mirxcuqzeh.mp4,train,eafptmmzpn.mp4,FAKE
xgjjazzkjr.mp4,train,,REAL
erqesciwji.mp4,train,,REAL
wbpnivczyi.mp4,train,pajetbvxkh.mp4,FAKE
auszbyqcem.mp4,train,,REAL
pgeradpczz.mp4,train,uofwcmrhmr.mp4,FAKE
sajqwyaljm.mp4,train,vokkpekgav.mp4,FAKE
sgjbakrrix.mp4,train,,REAL
xmrzizjeet.mp4,train,zeqjgtjmxm.mp4,FAKE
uoeznumgnu.mp4,train,msegqgxgbb.mp4,FAKE
svqmjgnvdm.mp4,train,rzzjjspeuj.mp4,FAKE
ilzkmsechg.mp4,train,wtaghbgiln.mp4,FAKE
dohyajgpym.mp4,train,,REAL
bvriycmcmp.mp4,train,ylbdflgawa.mp4,FAKE
ufqsdaorjg.mp4,train,auszbyqcem.mp4,FAKE
zxehuvandn.mp4,train,qrrwhhhiqn.mp4,FAKE
oitlkdosie.mp4,train,,REAL
twkfvezlmn.mp4,train,lrvrnxfoxy.mp4,FAKE
hcgnyhyizb.mp4,train,abldbnaqrk.mp4,FAKE
gpfyzppxlu.mp4,train,blzgjrjsvy.mp4,FAKE
ybcqxbweww.mp4,train,veqtpbhmne.mp4,FAKE
hgviytsamb.mp4,train,ehghmpjdta.mp4,FAKE
gxeknmhrwx.mp4,train,izjuqrgzvi.mp4,FAKE
ecrtyidcrf.mp4,train,,REAL
rveydftcdl.mp4,train,skvowrpuff.mp4,FAKE
sboafbslkn.mp4,train,svglcqlxpw.mp4,FAKE
besjqehhps.mp4,train,kyiivwctwe.mp4,FAKE
fumkkynirm.mp4,train,wyaymhujdu.mp4,FAKE
mgvsksvulb.mp4,train,kyiivwctwe.mp4,FAKE
wcwkviunso.mp4,train,ekselgajdc.mp4,FAKE
yrmktwrbqq.mp4,train,oitlkdosie.mp4,FAKE
gjdsnrjfcb.mp4,train,kxfuajzzdo.mp4,FAKE
sntwfqtrjd.mp4,train,,REAL
jaurdjnhfi.mp4,train,mufzpbhkeb.mp4,FAKE
rldoejloex.mp4,train,yxnwnywsqk.mp4,FAKE
cmfjolppux.mp4,train,vokkpekgav.mp4,FAKE
iybnyabglv.mp4,train,pjpfdrqixm.mp4,FAKE
anoqhafhck.mp4,train,lvznuabref.mp4,FAKE
twbherswwp.mp4,train,iezlgezozt.mp4,FAKE
hbbtpvqvrf.mp4,train,wdzoqzhxqa.mp4,FAKE
voovtydyve.mp4,train,msegqgxgbb.mp4,FAKE
bjntawnzmv.mp4,train,evelnossix.mp4,FAKE
vvzqhexrxg.mp4,train,ehghmpjdta.mp4,FAKE
ltakadwxjo.mp4,train,mgaouyarhm.mp4,FAKE
ldgzcqeyrm.mp4,train,zjtifyduih.mp4,FAKE
ubwywdsyyc.mp4,train,mgaouyarhm.mp4,FAKE
fyxjtgyezb.mp4,train,ondwevgwfm.mp4,FAKE
trhhpiqqfw.mp4,train,bfdieyuhkl.mp4,FAKE
hyrnfmanrm.mp4,train,dhgvvblxsu.mp4,FAKE
hcfslhcexi.mp4,train,xhsijmkono.mp4,FAKE
ypasdmkmuv.mp4,train,,REAL
mtwtqsypeo.mp4,train,,REAL
uqrkjmmtjn.mp4,train,pxhzhjufts.mp4,FAKE
dypzlziecx.mp4,train,hfbcxofuag.mp4,FAKE
lspyblubob.mp4,train,hhrpdtqzxd.mp4,FAKE
csrqsdfkjt.mp4,train,,REAL
zbapyydbhw.mp4,train,,REAL
dnfbyrzhcd.mp4,train,,REAL
mpdljgjwpk.mp4,train,pajetbvxkh.mp4,FAKE
heiqasolyw.mp4,train,haftqapupu.mp4,FAKE
hqzljwdfwm.mp4,train,,REAL
icqcqcpgkx.mp4,train,hydlrfzhjs.mp4,FAKE
uhdikkbnhg.mp4,train,veqtpbhmne.mp4,FAKE
cwlbyjitfv.mp4,train,oitlkdosie.mp4,FAKE
ukoooovirs.mp4,train,bxihocgdku.mp4,FAKE
tcxzfeznrl.mp4,train,,REAL
eikjcrnmxc.mp4,train,odcqqwiwzs.mp4,FAKE
glaljfzfpz.mp4,train,wyaymhujdu.mp4,FAKE
hhcbzkonea.mp4,train,tybjnixgub.mp4,FAKE
slkjexrmax.mp4,train,voaslfkslq.mp4,FAKE
dtusmifhor.mp4,train,veqtpbhmne.mp4,FAKE
xvtehhsybk.mp4,train,ucbxvhpnqi.mp4,FAKE
ymdgtoirvc.mp4,train,apihcvvotj.mp4,FAKE
surrxdndti.mp4,train,ylicdnlwlj.mp4,FAKE
onyngdxyen.mp4,train,vkblckoyzb.mp4,FAKE
zlgjatxlum.mp4,train,kywkcmgtuh.mp4,FAKE
vfdgfxvbaa.mp4,train,,REAL
csclnicuyn.mp4,train,uqlbpoleew.mp4,FAKE
xvuxxbivjx.mp4,train,kzrjkklsin.mp4,FAKE
vctdihrfoz.mp4,train,hnfxjodihv.mp4,FAKE
yfxcxoulda.mp4,train,lrvrnxfoxy.mp4,FAKE
fspqzszoog.mp4,train,ltfagtaafd.mp4,FAKE
bapoghwlde.mp4,train,fdfyrgbtln.mp4,FAKE
rvwwotbcuu.mp4,train,jszcnqtpjm.mp4,FAKE
tsyhaasqip.mp4,train,,REAL
whdsldoyms.mp4,train,ylbdflgawa.mp4,FAKE
eqhdvrvfxp.mp4,train,jbamkplzqj.mp4,FAKE
hkipuscuok.mp4,train,kewoyefvnw.mp4,FAKE
jqsgoahtrn.mp4,train,vjnmgqnbkm.mp4,FAKE
sadeyfhimv.mp4,train,coenupqwgt.mp4,FAKE
evwyqhqahv.mp4,train,ykdrzctodm.mp4,FAKE
ekwibgshxq.mp4,train,xgggldxlpa.mp4,FAKE
nzeutxsney.mp4,train,qebckdodmc.mp4,FAKE
hlgakplxso.mp4,train,xpgnlphhug.mp4,FAKE
hspzwzsccz.mp4,train,paeclkouob.mp4,FAKE
mtoncuryys.mp4,train,rxbgpfpapw.mp4,FAKE
drsxpffkvv.mp4,train,xysjhiemoo.mp4,FAKE
choeiyioig.mp4,train,,REAL
iezlgezozt.mp4,train,,REAL
qmxlslwqaq.mp4,train,jzvflwwjoo.mp4,FAKE
ahczosvxjq.mp4,train,clvsknptqj.mp4,FAKE
dzbrrnxrlj.mp4,train,ecrtyidcrf.mp4,FAKE
boqiyveflk.mp4,train,jebtnygbte.mp4,FAKE
xhsijmkono.mp4,train,,REAL
otrqcxyjzk.mp4,train,ayffajxdql.mp4,FAKE
zoowvgmich.mp4,train,uxebiobocr.mp4,FAKE
ieazrjhstb.mp4,train,jzvflwwjoo.mp4,FAKE
ifhwfgfdba.mp4,train,ayffajxdql.mp4,FAKE
fwtmmkthxf.mp4,train,svnpocwbhw.mp4,FAKE
kiutlkwmcx.mp4,train,vokkpekgav.mp4,FAKE
pajetbvxkh.mp4,train,,REAL
fauuqsuqba.mp4,train,yadkdooxnq.mp4,FAKE
vkblckoyzb.mp4,train,,REAL
vgltcvlskp.mp4,train,hlyecpkaox.mp4,FAKE
mwfsimggkl.mp4,train,oitlkdosie.mp4,FAKE
